Subject,Session,Age,Trial,SubTrial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
134,2,27,3,32,Repeated,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Socialpublicbasedprogramslikemedocare,,,2,5,2
134,2,27,3,33,Control,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,,,2,6,2
134,2,27,3,34,Changed_R,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,,,,B,3,2
134,2,27,3,35,Changed_R,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,329,Thypassed2029,E,2,5,1
134,2,27,3,36,Changed_NR,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,coal,,,2,5,2
134,2,27,3,37,Changed_R,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",lessthan,,,2,6,2
134,2,27,3,38,Changed_R,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Takeawayfederalfunding,Arresingthem,1,2,4,1
134,2,27,3,39,Changed_R,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",21,30,1,2,3,1
134,2,27,3,40,Changed_R,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,alcohol,marijuanna,1,2,3,1
134,2,27,3,41,Changed_R,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,protest,becausehecrosedtheborderillegallyandwasseperatedfromhisparents,1,2,3,1
134,2,27,3,42,Repeated,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20,,,2,4,2
134,2,27,3,43,Changed_NR,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthan50,morethan50,1,2,2,1
134,2,27,3,44,Repeated,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,obama,,,2,5,2
134,2,27,3,45,Repeated,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,,,2,6,2
134,2,27,3,46,Changed_NR,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,Clinton,Trump,1,2,4,1
134,2,27,3,47,Changed_NR,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,,,2,5,2
134,2,27,3,48,Control,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,Topreventwhiplash,,,2,5,2
134,2,27,3,49,Changed_NR,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2008,,,E,4,2
134,2,27,3,50,Control,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,,,2,4,2
134,2,27,3,51,Changed_NR,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,,,,B,4,2
134,2,27,3,52,Changed_R,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Nofraudwasfound,,,2,4,2
134,2,27,3,53,Control,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,13,,,2,4,2
134,2,27,3,54,Changed_R,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Oil,Solar,1,2,5,1
134,2,27,3,55,Control,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Prolife,,,2,3,2
134,2,27,3,56,Control,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,,2,5,2
134,2,27,3,57,Control,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,,,2,4,2
134,2,27,3,58,Changed_R,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,0,E,2,5,1
134,2,27,3,59,Control,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",Sanders,,,2,6,2
134,2,27,3,60,Changed_R,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,2017,1,2,5,1
135,3,18,3,1,Changed_NR,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",,,,B,3,2
135,3,18,3,2,Changed_R,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,greatrecession,,,2,6,2
135,3,18,3,3,Repeated,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",60,,,2,6,2
135,3,18,3,4,Changed_R,Military_Pay,Every year since '83,None in 10 years,With what frequency have members of the US military received pay raises in recent years?,everyyear,theydontgetpayraises,1,2,6,1
135,3,18,3,5,Changed_NR,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,,,,B,1,2
135,3,18,3,6,Repeated,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,prolife,,,2,3,2
135,3,18,3,7,Control,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,,,,B,1,2
135,3,18,3,8,Control,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,,,,B,1,2
135,3,18,3,9,Changed_R,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,hlaryclinton,donaldtrump,1,2,6,1
135,3,18,3,10,Changed_R,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,hewillmstlikelynotrun,hewillrun,1,2,6,1
135,3,18,3,11,Repeated,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,0,E,2,1,1
135,3,18,3,12,Repeated,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,vaccine,,,2,3,2
135,3,18,3,13,Changed_R,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,allages,elderly,1,2,4,1
135,3,18,3,14,Changed_R,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,1million,12million,1,2,6,1
135,3,18,3,15,Repeated,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,,plannedparenthoodandthenra,E,B,4,1
135,3,18,3,16,Changed_NR,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,,bowlingballsaredroppedonthem,1,B,3,1
135,3,18,3,17,Control,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,theysued,,,2,6,2
135,3,18,3,18,Control,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,,2,6,2
135,3,18,3,19,Repeated,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,12,,,E,5,2
135,3,18,3,20,Changed_R,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,clinton,,,2,4,2
135,3,18,3,21,Changed_NR,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,,,,B,2,2
135,3,18,3,22,Repeated,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,californiacities,,,2,6,2
135,3,18,3,23,Repeated,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",,,,B,1,2
135,3,18,3,24,Control,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,,2,6,2
135,3,18,3,25,Repeated,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,theyprovideschoolsupplies,,,2,4,2
135,3,18,3,26,Repeated,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",berniesanders,,,2,6,2
135,3,18,3,27,Control,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,,,,B,2,2
135,3,18,3,28,Repeated,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,,,2,4,2
135,3,18,3,29,Control,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,,,,B,2,2
135,3,18,3,30,Changed_R,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,raised,,,E,2,2
135,3,18,3,31,Control,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",6,,,E,4,2
135,3,18,3,32,Repeated,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,,,,B,1,2
135,3,18,3,33,Changed_R,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,,,,B,2,2
135,3,18,3,34,Changed_NR,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,,,,B,2,2
135,3,18,3,35,Changed_R,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,droppedby20,raisedby20,E,E,4,1
135,3,18,3,36,Control,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",,,,B,2,2
135,3,18,3,37,Changed_NR,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,clinton,,,2,3,2
135,3,18,3,38,Control,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,,,,B,2,2
135,3,18,3,39,Control,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,,,,B,2,2
135,3,18,3,40,Changed_R,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,baseball,football,1,E,3,1
135,3,18,3,41,Repeated,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",more,,,2,5,2
135,3,18,3,42,Changed_NR,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11,,,2,4,2
135,3,18,3,43,Changed_NR,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,,,,B,2,2
135,3,18,3,44,Control,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,,,,B,2,2
135,3,18,3,45,Changed_R,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,6,30,E,E,3,1
135,3,18,3,46,Repeated,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,,,,B,2,2
135,3,18,3,47,Changed_NR,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,withawarrant,policemayconfiscateafirearmatanytime,1,2,4,1
135,3,18,3,48,Changed_NR,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,,,,B,2,2
135,3,18,3,49,Changed_NR,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,10,50,1,E,2,1
135,3,18,3,50,Control,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,,,,B,2,2
135,3,18,3,51,Changed_NR,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,10,,,1,2,2
135,3,18,3,52,Changed_R,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,carbon,wind,1,E,6,1
135,3,18,3,53,Control,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,,,,B,2,2
135,3,18,3,54,Repeated,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,topreventwhiplash,,,2,2,2
135,3,18,3,55,Changed_NR,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2million,,,1,4,2
135,3,18,3,56,Changed_NR,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,,,,B,2,2
135,3,18,3,57,Changed_R,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2017,,,1,2,2
135,3,18,3,58,Changed_NR,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",gunmanufacturers,,,2,2,2
135,3,18,3,59,Changed_R,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,lessthan50,morethan50,1,2,4,1
135,3,18,3,60,Control,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",,,,B,2,2
136,4,18,3,1,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,Obama,Trump,1,2,4,1
136,4,18,3,2,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Hewillnotrunforoffice,Hewillrunforoffice,1,2,4,1
136,4,18,3,3,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,8,0,B,2,5,1
136,4,18,3,4,Control,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,0,B,2,5,1
136,4,18,3,5,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,Autoimmunediseases,malaria,1,2,4,1
136,4,18,3,6,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,Olympics,,,2,3,2
136,4,18,3,7,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Nobody,gunowners,1,E,3,1
136,4,18,3,8,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,Theytookcourtaction,,,2,4,2
136,4,18,3,9,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",Less,,,2,5,2
136,4,18,3,10,Changed_R,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,11million,0,B,2,4,1
136,4,18,3,11,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,,,,B,3,2
136,4,18,3,12,Control,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,Itincreasedby25,0,B,1,4,1
