Subject,Session,Age,Trial,ItemType,Topic,Target,Alternate,TestCue,TestItem.RESP,OtherAnswer.RESP,P1.Recall.Class,P2.Recall.Class,Belief.RESP,CR.RESP
128,4,19,11,Changed_NR,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,NA,THEYAREUSEDTOBREAKWINDOWS,B,B,1,1
128,4,19,12,Changed_NR,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,CALIFORNIACITIZENSWILLBEFINED10000,,B,1,5,0
128,4,19,13,Repeated,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,TOSHOWHOWILLEGALIMMIGRANTSGETSEPARATEDFROMTHEIRKIDS,,B,2,4,0
128,4,19,14,Changed_R,President_Gas,Obama,Trump,Under what presidential administration did the price of gas drop by 40%?,UNDERTHEOBAMAADMINISTRATION,UNDERTHETRUMPADMINISTRATION,1,2,6,1
128,4,19,15,Repeated,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,THEOILINDUSTRY,,1,2,5,0
128,4,19,16,Control,Illegal_Immigration_Mexican_Border,Down 25%,Down 40%,By what percentage has the number of illegal border crossings changed since 2016?,THEYVEDROPPED25PERCENT,,B,2,2,0
128,4,19,17,Repeated,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,THEVEAGREEDTHATITDOESNTGIVECHILDRENAUTISM,,B,2,6,0
128,4,19,18,Changed_NR,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,2012,1996,B,2,1,1
128,4,19,19,Repeated,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,12,,B,E,1,0
128,4,19,20,Repeated,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,THEYSUE,,B,2,5,0
128,4,19,21,Control,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,OLYMPICATHLETES,,B,2,3,0
128,4,19,22,Control,Missouri_Unemployment,Clinton,Trump,Under what president did Missouri's unemployment rates reach their lowest levels?,CLINTON,OBAMA,1,2,3,1
128,4,19,23,Changed_R,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,NA,TWARONTERROR,B,B,1,1
128,4,19,24,Repeated,Teen Drug Use,Alcohol,Marijuana,What substance do US teens report as being easiest to acquire?,ALCOHOL,,B,2,6,0
128,4,19,25,Changed_NR,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",25PERCENT,NA,B,E,2,1
128,4,19,26,Repeated,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",21YEARS,,B,2,6,0
128,4,19,27,Changed_NR,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",NA,,B,B,1,0
128,4,19,28,Repeated,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,THGOVERNERFAILEDTOACTONIT,,B,2,4,0
128,4,19,29,Repeated,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,12BILLION,,B,E,5,0
128,4,19,30,Repeated,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",GETRIDOFTHEM,NA,B,E,2,1
128,4,19,31,Changed_R,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,12PERCENT,0,B,E,4,1
128,4,19,32,Changed_R,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,NA,ALLDAIRYPRODUCTS,B,B,1,1
128,4,19,33,Repeated,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,,E,2,5,0
128,4,19,34,Changed_R,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,AUTOIMMUNEDISEASE,MALARIA,1,2,6,1
128,4,19,35,Control,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,11MILLION,,B,1,2,0
128,4,19,36,Control,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,ANTARCTICAWILLSTILLHAVESNOW,,B,E,2,0
128,4,19,37,Control,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,HEISNOTRUNNING,,B,2,6,0
128,4,19,38,Changed_R,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,BYSIMULATINGTHECARHITTINGAPEDESTRIAN,BYHITTINGITWITHABOWLINGBALL,1,2,6,1
128,4,19,39,Changed_NR,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",1924,,B,E,3,0
128,4,19,40,Changed_NR,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,42,NA,B,E,2,1
128,4,19,41,Changed_NR,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,Fifteenth,2nd,1,2,6,1
128,4,19,42,Changed_NR,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Hehasbeenprolife,Hehasmostlybeenprochoiceuntiljustrecently,1,2,5,1
128,4,19,43,Control,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,4percent,8percent,2,E,2,1
128,4,19,44,Changed_NR,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,MittRomney,1,2,6,1
128,4,19,45,Changed_NR,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,NA,,B,B,1,0
128,4,19,46,Changed_R,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Gumanufacturers,Gunowners,1,2,6,1
128,4,19,47,Changed_R,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,2million,1,2,6,1
128,4,19,48,Repeated,Murder_year,1980,2017,In what year did the murder rate in the US peak?,1980,,B,2,4,0
128,4,19,49,Control,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,NA,,B,B,1,0
128,4,19,50,Changed_R,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,20percent,80percent,B,2,5,1
128,4,19,51,Repeated,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,Therewasnoevidenceofvoterfraud,,B,2,5,0
128,4,19,52,Control,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,NA,Windenergy,1,B,1,1
128,4,19,53,Repeated,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,240,,B,E,4,0
128,4,19,54,Changed_R,Gun Control_Registry,7,10,How many states in the US prohibit a state-wide gun registry?,7,10,1,2,6,1
128,4,19,55,Repeated,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",Fewerthananypresident,,B,2,3,0
128,4,19,56,Changed_NR,Gun_Control_Background,13%,25%,About what percentage of firearms are sold without background checks in the US?,25,,B,1,3,0
128,4,19,57,Changed_R,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,42,Itneverdroppedbelowzerosine1946,1,2,6,1
128,4,19,58,Changed_R,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Clinton,Obama,B,2,6,1
128,4,19,59,Changed_NR,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Vaccines,,1,2,6,0
128,4,19,60,Changed_NR,Chess,90,0,How many competitive chess players in the US have attained the rank of Grandmaster?,90,None,1,2,6,1
129,1,18,1,Repeated,Popular_Vote,Clinton,Trump,Who won the popular vote in the 2016 presidential election?,HillaryClinton,,B,2,6,0
129,1,18,2,Changed_R,DeltaAirlines,none,planned parenthood,To members of what major organizations does Delta Airlines give discounts?,none,teygivediscountstoplannedparenthoodandnotNRA,1,2,6,1
129,1,18,3,Control,Kenya_Mortality,AIDS,Malaria,What is the leading cause of death for Kenyans?,,,1,B,1,0
129,1,18,4,Repeated,2020_Biden,Is unlikely to run.,Definitely runninng,What did Joe Biden claim about his candidacy for election in 2020?,Hewillnotrun,,B,2,6,0
129,1,18,5,Changed_R,Mass shootings,19,270,How many shootings occurred in 2017 that resulted in 4 or more deaths?,19,Therewere270shootings,B,2,1,1
129,1,18,6,Repeated,Carbon Footprint,Coal,Wind,What energy source mentioned leaves the largest carbon footprint?,Coal,,B,2,5,0
129,1,18,7,Changed_R,Politics-Quoting,Bernie Sanders,Mitt Romney,"Who claimed that Donald Trump ""has serious emotional problems?""",BernieSanders,oeBiddenclaimedit,E,2,1,1
129,1,18,8,Control,Tariffs,Above a surplus,all,What American dairy products does the Canadian government place a high tariff on?,,,B,B,1,0
129,1,18,9,Changed_NR,Murder_year,1980,2017,In what year did the murder rate in the US peak?,2018,,B,1,2,0
129,1,18,10,Changed_NR,AlabamaRep. in senate,21,30 years,"For how many years had the Alabama senate seat been held by a republican, prior to 2017?",30,,B,1,4,0
129,1,18,11,Changed_R,Car Headrests,prevent whiplash,breaking windows,For what purpose are removable headrests in cars designed?,opreventwhiplash,Itwastobreakawindow,1,2,6,1
129,1,18,12,Changed_NR,Voter_Fraud,No evidence,substantial ,What were the results of investigation of voter fraud In the 2016 presidential election?,,,B,B,1,0
129,1,18,13,Changed_R,Voter Turnout,Higher than 2012,lowest since 1996,In what year was the last presidential election which featured lower voter turnout than that of 2016?,1992,,B,E,1,0
129,1,18,14,Changed_NR,Africa_Revenue,0.10%,Third largest export,What proportion of Africa's export revenue is supplied by music?,1,80,B,2,4,1
129,1,18,15,Control,Pope_GunControl,Gun Manufacturers,Gun Owners,"Who did Pope Francis refer to as ""untrustworthy?""",Givingoutfirearms,ItwasJoeBiddenthatidit,E,E,3,1
129,1,18,16,Changed_R,Flu_Hydration,Vaccination,Staying hydrated,What is the best protection against the flu?,Gettingthevaccine,Stayinghydrated,1,2,6,1
129,1,18,17,Changed_R,NC-Education,Provides for almost all schools,Leaves most schools without,How does the 2018 NC education budget affect schools' access to supplies?,Theysuppliedthemwithsuppliesbutfavoredrepublicanmore,Theydidnotsupplyeveryschool,1,2,2,1
129,1,18,18,Repeated,US_Unemployment,8%,36%,What is the estimated unemployment rate in the US?,,,B,B,1,0
129,1,18,19,Repeated,Black Homeownership,2004,2017,In what year did black homeownership reach its highest level?,2017,0,B,1,2,1
129,1,18,20,Control,Economy-GDP,42 times,Never,About how many times has the gross domestic product growth rate dropped below zero since 1946?,,,B,B,1,0
129,1,18,21,Control,Tax_Allocation,"Social (""Medicare"")","Military (""War on Terror"")",What type of program does the majority of tax-payers' money go towards?,Medicare,0,B,2,1,1
129,1,18,22,Repeated,Flu_Age,everyone,only older people,What age range of people should receive a flu vaccine?,Everyone,,1,2,4,0
129,1,18,23,Changed_R,Coffee,15th,2nd,What rank does coffee hold in most traded commidities as of the year 2000?,15,2,B,2,4,1
129,1,18,24,Changed_NR,Clinton-Nkorea,1.4 Billion,3 Billion,How much money did the Clinton administration give to North Korea in aid?,14billion,3billion,B,2,6,1
129,1,18,25,Control,Education_Texas,1.50%,50%,About what percentage of new teachers in Texas are without a college degree?,,,B,B,1,0
129,1,18,26,Repeated,Gas_2018,Rose 15%,Rose 25%,How did the price of gas change in the first half of 2018?,itincreased,,E,E,4,0
129,1,18,27,Control,GunControl_Warrant,require a warrant,at any time,Under what conditions may a police officer confiscate a citizen's firearm?,Withaproperwarrant,,B,2,4,0
129,1,18,28,Changed_NR,Trump-Immigration,dropped by 61%,increased by 78%,By what percentage did illegal traffic apprehensions change from November 2016 to July 2017?,60,78percent,B,2,4,1
129,1,18,29,Changed_R,Liberian_Women,60%,less than 38%,"In Liberia, what percentage of young women are able to read?",80,38percent,E,E,4,1
129,1,18,30,Repeated,Tennesee_Unemployment,The Great Recession,Bad Leadership,What caused a spike in Tennesee's unemployment rate in the early 2000's?,,,B,B,1,0
129,1,18,31,Repeated,News sources,Less than half,More than half,What proportion of Americans report getting their news from Facebook?,LessAmericans,,B,E,4,0
129,1,18,32,Changed_R,Rep_Control,2007,1928,"When was the last year that republicans controlled the white house, house of representatives, and the senate?",1994,0,B,E,1,1
129,1,18,33,Changed_NR,Disease-Illinois,Hesitation to respond by governor,flooding,What led to the deaths of 12 veterans in Illinois by disease?,Gomentnotrespondingtoou,floodthatcausedoutbreak,1,2,6,1
129,1,18,34,Changed_R,Cali-Statelaw,Cities,Homeowners,Who will be fined by the state of California for overusing water?,everyone,homeowners,1,E,6,1
129,1,18,35,Changed_NR,Trump- wall,sued to stop,begged for wall,How did Californians react to the idea of a border wall?,suedtogetitstopped,theyagreedtoit,1,2,6,1
129,1,18,36,Control,Economy_Cars,Simulation of hitting a person,Dropping a bowling ball,How are American cars tested in Japan?,byhittingpredestrians,,B,2,6,0
129,1,18,37,Control,Pres_Vacation,Clinton,Obama,Which recent president took the fewest vacation days?,Clinton,,1,2,6,0
129,1,18,38,Changed_R,Abortion-Bieber,Stayed Pro life,Changed from pro choice to pro life,What have Justin Bieber's views on abortion been in recent years?,Prolife,Prochoice,B,2,6,1
129,1,18,39,Changed_NR,Trump-Legislation,less than any since WW2,more than any other president,"How much legislation did President Trump sign in his first year, in relation to other presidents?",Morethenanyotherpresident,,B,1,4,0
129,1,18,40,Control,NASA,An asteroid.,A second moon.,"According to NASA, what is distantly orbiting the Earth?",Asteroid,,B,2,6,0
129,1,18,41,Control,Trump-Budget,20%,80%,About what percentage of the CDC budget is being cut by the Trump administration?,,,B,B,1,0
129,1,18,42,Control,Race_Starbucks,2,2 million,How much money did two young African American's settle for in a case against Starbucks coffee?,2,,2,2,6,0
129,1,18,43,Changed_NR,Sanctuary-Cities,Cut funding,Arrest Leaders,"What has Donald Trump promised to do in response to ""Sanctuary Cities?""",Arrestthem,,B,1,4,0
129,1,18,44,Changed_NR,UN_Resolutions,329,24,How many resolutions did the UN pass in 2016?,379,24,1,E,2,1
129,1,18,45,Changed_NR,Green Energy_Jobs,Oil,Solar,What energy based industry currently provides the most jobs in the US?,Oil,Solar,B,2,6,1
129,1,18,46,Changed_NR,Immigration-Children,At a protest,Separated from parents,Under what circumstances was a young boy placed in a small animal cage in 2018?,Afteraprotest,Hegttakenawayfromfamily,1,2,2,1
129,1,18,47,Changed_R,Energy_Independence,more consumed,more produced,"How much energy does the US consume, in relation to how much it produces?",Itconsumemorethenitproduces,Itproducesmorethenitconsumes,1,2,6,1
129,1,18,48,Repeated,Hurricane_Relief,>1 million,>12 million,How many residents of Texas were left homeless by Hurricane Harvey?,Over100,0,B,E,1,1
129,1,18,49,Repeated,Race/Protest,Olympians,NFL,What type of athletes were the first to use their sport for protest in the US?,USOlympians,,1,2,5,0
129,1,18,50,Changed_NR,Vaccines_Autism,Do not cause,vaccines cause autism,What is the scientific community's stance on vaccines and autism?,Theydontagrethatitaussautism,Theyagreedthatitcausesautism,1,2,5,1
129,1,18,51,Control,Residing_Immigrants,11 million,32 million,About how many illegal immigrants currently reside in the USA?,,,B,B,1,0
129,1,18,52,Repeated,Global_Warming_Antarctica,Does not outweigh melting,Outweighs melting,How does the increase in Antarctica's snow caused by global warming relate to the rate ice is melting?,Itdsnothelptherateofitsmeltingice,,B,2,3,0
